time_period_start,time_period_end,time_open,time_close,price_open,price_high,price_low,price_close,volume_traded,trades_count
2016-06-12T00:00:00.0000000Z,2016-06-13T00:00:00.0000000Z,2016-06-12T00:00:01.4744710Z,2016-06-12T23:59:49.2809670Z,609.5,687.71,603.0,677.86,36600.74059923,63189
2016-06-13T00:00:00.0000000Z,2016-06-14T00:00:00.0000000Z,2016-06-13T00:00:01.6840920Z,2016-06-13T23:59:47.3640000Z,677.45,725.0,655.02,703.369,36729.19423148,57060
2016-06-14T00:00:00.0000000Z,2016-06-15T00:00:00.0000000Z,2016-06-14T00:00:14.1071300Z,2016-06-14T23:59:30.9968220Z,706.02,706.45,647.264,684.95,27432.20464754,39985
2016-06-15T00:00:00.0000000Z,2016-06-16T00:00:00.0000000Z,2016-06-15T00:00:02.0000000Z,2016-06-15T23:59:53.7620000Z,685.25,699.3,671.578,696.0,15588.99661674,29012
2016-06-16T00:00:00.0000000Z,2016-06-17T00:00:00.0000000Z,2016-06-16T00:00:01.1271700Z,2016-06-16T23:59:52.0000000Z,698.76,777.68,689.8,766.62,40471.43758958,49116
2016-06-17T00:00:00.0000000Z,2016-06-18T00:00:00.0000000Z,2016-06-17T00:00:01.2137610Z,2016-06-17T23:59:48.2730000Z,769.71,778.7,702.0,749.67,34488.21820124,46498
2016-06-18T00:00:00.0000000Z,2016-06-19T00:00:00.0000000Z,2016-06-18T00:00:01.5080490Z,2016-06-18T23:59:10.0000000Z,752.0,785.15,723.02,754.83,21233.98955365,36527
2016-06-19T00:00:00.0000000Z,2016-06-20T00:00:00.0000000Z,2016-06-19T00:00:00.8324370Z,2016-06-19T23:59:31.6137920Z,759.0,771.92,740.11,768.76,10550.41521564,26287
2016-06-20T00:00:00.0000000Z,2016-06-21T00:00:00.0000000Z,2016-06-20T00:00:02.6222110Z,2016-06-20T23:59:45.6294720Z,768.94,768.94,702.42,703.12,21227.2587914,41400
2016-06-21T00:00:00.0000000Z,2016-06-22T00:00:00.0000000Z,2016-06-21T00:00:02.4120980Z,2016-06-21T23:59:52.7389500Z,706.47,735.0,625.0,667.66,67464.808133,69870
2016-06-22T00:00:00.0000000Z,2016-06-23T00:00:00.0000000Z,2016-06-22T00:00:01.1235230Z,2016-06-22T23:59:57.7015290Z,667.88,679.99,568.11,604.5,39231.10093018,46559
2016-06-23T00:00:00.0000000Z,2016-06-24T00:00:00.0000000Z,2016-06-23T00:00:01.6417980Z,2016-06-23T23:59:33.8250470Z,606.13,637.89,1.5,631.1,49148.1928705,49846
2016-06-24T00:00:00.0000000Z,2016-06-25T00:00:00.0000000Z,2016-06-24T00:00:03.1618780Z,2016-06-24T23:59:42.0000000Z,631.1,762.24,620.82,661.71,40050.33396729,55736
2016-06-25T00:00:00.0000000Z,2016-06-26T00:00:00.0000000Z,2016-06-25T00:00:01.6762680Z,2016-06-25T23:59:35.6943920Z,669.98,703.335,639.4,673.71,16517.56174423,29364
2016-06-26T00:00:00.0000000Z,2016-06-27T00:00:00.0000000Z,2016-06-26T00:00:01.1943760Z,2016-06-26T23:59:57.0000000Z,673.71,676.205,608.64,630.16,12846.67526281,20583
2016-06-27T00:00:00.0000000Z,2016-06-28T00:00:00.0000000Z,2016-06-27T00:00:01.4966490Z,2016-06-27T23:59:56.0000000Z,638.56,664.076,618.03,657.5,16561.63280416,22877
2016-06-28T00:00:00.0000000Z,2016-06-29T00:00:00.0000000Z,2016-06-28T00:00:01.4536150Z,2016-06-28T23:59:42.9410000Z,657.86,665.51,635.5,649.322,13644.90825419,25853
2016-06-29T00:00:00.0000000Z,2016-06-30T00:00:00.0000000Z,2016-06-29T00:00:01.0000000Z,2016-06-29T23:59:51.0000000Z,644.33,648.43,615.854,634.11,17687.05729462,23443
2016-06-30T00:00:00.0000000Z,2016-07-01T00:00:00.0000000Z,2016-06-30T00:00:01.3794020Z,2016-06-30T23:59:57.0000000Z,639.41,675.0,628.06,667.95,16922.35877527,27085
2016-07-01T00:00:00.0000000Z,2016-07-02T00:00:00.0000000Z,2016-07-01T00:00:06.0000000Z,2016-07-01T23:59:30.8735710Z,666.33,691.204,659.71,678.19,15358.69174621,24251
2016-07-02T00:00:00.0000000Z,2016-07-03T00:00:00.0000000Z,2016-07-02T00:00:00.9779650Z,2016-07-02T23:59:44.0000000Z,678.09,705.21,672.74,702.48,11721.9964535,23282
2016-07-03T00:00:00.0000000Z,2016-07-04T00:00:00.0000000Z,2016-07-03T00:00:00.8697150Z,2016-07-03T23:59:53.0000000Z,705.25,705.25,644.65,658.27,15325.99720868,23109
2016-07-04T00:00:00.0000000Z,2016-07-05T00:00:00.0000000Z,2016-07-04T00:00:01.2858930Z,2016-07-04T23:59:31.3808540Z,664.09,684.73,640.1,681.98,10315.08516958,16807
2016-07-05T00:00:00.0000000Z,2016-07-06T00:00:00.0000000Z,2016-07-05T00:00:05.0457920Z,2016-07-05T23:59:32.9106230Z,681.98,683.078,659.566,669.87,9059.40977597,16184
2016-07-06T00:00:00.0000000Z,2016-07-07T00:00:00.0000000Z,2016-07-06T00:00:07.0979260Z,2016-07-06T23:59:31.4586450Z,669.75,681.99,662.13,678.79,10184.55323518,23164
2016-07-07T00:00:00.0000000Z,2016-07-08T00:00:00.0000000Z,2016-07-07T00:00:05.3613850Z,2016-07-07T23:59:54.0000000Z,678.79,683.44,605.5,638.19,27843.01557312,31744
2016-07-08T00:00:00.0000000Z,2016-07-09T00:00:00.0000000Z,2016-07-08T00:00:03.8213780Z,2016-07-08T23:59:48.0000000Z,641.97,671.933,634.04,663.0,19366.21940372,29241
2016-07-09T00:00:00.0000000Z,2016-07-10T00:00:00.0000000Z,2016-07-09T00:00:11.0000000Z,2016-07-09T23:59:12.4780000Z,663.0,671.932,608.0,652.0,17653.90261248,29620
2016-07-10T00:00:00.0000000Z,2016-07-11T00:00:00.0000000Z,2016-07-10T00:00:06.0000000Z,2016-07-10T23:59:22.6375050Z,647.78,657.61,636.8,652.44,6426.40610597,13380
2016-07-11T00:00:00.0000000Z,2016-07-12T00:00:00.0000000Z,2016-07-11T00:00:05.0000000Z,2016-07-11T23:59:40.2162700Z,648.77,664.27,639.31,650.97,8607.73115909,13684
2016-07-12T00:00:00.0000000Z,2016-07-13T00:00:00.0000000Z,2016-07-12T00:00:23.8967270Z,2016-07-12T23:59:45.3556530Z,651.25,678.0,646.05,666.56,15968.57608395,31835
2016-07-13T00:00:00.0000000Z,2016-07-14T00:00:00.0000000Z,2016-07-13T00:00:09.4950000Z,2016-07-13T23:59:49.3420000Z,665.41,671.45,651.03,655.11,29404.80651191,31476
2016-07-14T00:00:00.0000000Z,2016-07-15T00:00:00.0000000Z,2016-07-14T00:00:13.2029900Z,2016-07-14T23:59:57.0000000Z,655.3,665.916,640.0,659.1,8090.83638887,20044
2016-07-15T00:00:00.0000000Z,2016-07-16T00:00:00.0000000Z,2016-07-15T00:00:02.8277010Z,2016-07-15T23:59:36.8670000Z,661.4,670.01,658.41,665.15,9101.9993882,22665
2016-07-16T00:00:00.0000000Z,2016-07-17T00:00:00.0000000Z,2016-07-16T00:00:01.2619140Z,2016-07-16T23:59:30.6574700Z,667.48,669.99,655.0,666.32,5026.51016762,13243
2016-07-17T00:00:00.0000000Z,2016-07-18T00:00:00.0000000Z,2016-07-17T00:00:00.6895470Z,2016-07-17T23:59:31.2376070Z,666.3,685.0,661.35,680.0,8315.77410605,16998
2016-07-18T00:00:00.0000000Z,2016-07-19T00:00:00.0000000Z,2016-07-18T00:00:01.3941390Z,2016-07-18T23:59:31.7409520Z,680.0,686.0,666.12,675.5,8851.95910597,15653
2016-07-19T00:00:00.0000000Z,2016-07-20T00:00:00.0000000Z,2016-07-19T00:00:01.2750360Z,2016-07-19T23:59:31.4272550Z,675.51,676.87,666.0,673.98,6700.53514415,16323
2016-07-20T00:00:00.0000000Z,2016-07-21T00:00:00.0000000Z,2016-07-20T00:00:01.4601580Z,2016-07-20T23:59:31.3730110Z,673.98,676.148,660.0,666.92,8597.61767968,16029
2016-07-21T00:00:00.0000000Z,2016-07-22T00:00:00.0000000Z,2016-07-21T00:00:01.9314290Z,2016-07-21T23:59:58.5800950Z,667.15,669.459,658.891,667.28,7000.10582401,13483
2016-07-22T00:00:00.0000000Z,2016-07-23T00:00:00.0000000Z,2016-07-22T00:00:00.4247040Z,2016-07-22T23:59:30.8793600Z,667.27,669.94,644.545,654.67,14095.79919967,22844
2016-07-23T00:00:00.0000000Z,2016-07-24T00:00:00.0000000Z,2016-07-23T00:00:00.8268530Z,2016-07-23T23:59:34.4061280Z,654.7,662.35,645.939,657.5,6376.37893609,16057
2016-07-24T00:00:00.0000000Z,2016-07-25T00:00:00.0000000Z,2016-07-24T00:00:00.6231870Z,2016-07-24T23:59:17.8819160Z,657.68,668.438,651.98,661.0,5735.1159437,14014
2016-07-25T00:00:00.0000000Z,2016-07-26T00:00:00.0000000Z,2016-07-25T00:00:05.4186870Z,2016-07-25T23:59:31.0328560Z,660.92,664.675,651.736,657.79,7400.95163328,14815
2016-07-26T00:00:00.0000000Z,2016-07-27T00:00:00.0000000Z,2016-07-26T00:00:00.7892220Z,2016-07-26T23:59:55.0815230Z,657.99,659.1,642.5,654.06,11145.72810136,23198
2016-07-27T00:00:00.0000000Z,2016-07-28T00:00:00.0000000Z,2016-07-27T00:00:02.1445270Z,2016-07-27T23:59:55.1450000Z,654.06,663.942,646.31,656.979,9568.09490043,18879
2016-07-28T00:00:00.0000000Z,2016-07-29T00:00:00.0000000Z,2016-07-28T00:00:01.7792630Z,2016-07-28T23:59:31.4686230Z,657.0,661.1,651.696,657.4,6569.25062184,15573
2016-07-29T00:00:00.0000000Z,2016-07-30T00:00:00.0000000Z,2016-07-29T00:00:01.2755620Z,2016-07-29T23:59:55.0000000Z,657.4,659.569,651.0,654.61,6509.38025952,15243
2016-07-30T00:00:00.0000000Z,2016-07-31T00:00:00.0000000Z,2016-07-30T00:00:00.0000000Z,2016-07-30T23:59:46.4229020Z,654.88,658.98,651.9,655.87,4146.38285883,12593
2016-07-31T00:00:00.0000000Z,2016-08-01T00:00:00.0000000Z,2016-07-31T00:00:34.9837010Z,2016-07-31T23:59:39.3110000Z,655.95,657.0,614.97,622.57,12538.45593612,20778
2016-08-01T00:00:00.0000000Z,2016-08-02T00:00:00.0000000Z,2016-08-01T00:00:01.0000000Z,2016-08-01T23:59:58.0000000Z,626.97,630.0,599.0,604.37,16040.77157622,21465
2016-08-02T00:00:00.0000000Z,2016-08-03T00:00:00.0000000Z,2016-08-02T00:00:05.0000000Z,2016-08-02T23:59:59.0000000Z,606.84,613.38,465.28,540.0,44768.65794965,42414
2016-08-03T00:00:00.0000000Z,2016-08-04T00:00:00.0000000Z,2016-08-03T00:00:01.0000000Z,2016-08-03T23:59:52.3456670Z,540.0,576.0,515.271,573.36,40355.26939601,50654
2016-08-04T00:00:00.0000000Z,2016-08-05T00:00:00.0000000Z,2016-08-04T00:00:03.2056680Z,2016-08-04T23:59:31.4020930Z,573.35,599.95,552.0,587.5,20642.57152061,36590
2016-08-05T00:00:00.0000000Z,2016-08-06T00:00:00.0000000Z,2016-08-05T00:00:01.5340370Z,2016-08-05T23:59:41.0000000Z,587.5,592.87,562.0,572.5,11202.85435522,23844
2016-08-06T00:00:00.0000000Z,2016-08-07T00:00:00.0000000Z,2016-08-06T00:00:03.7733540Z,2016-08-06T23:59:40.0809530Z,583.0,597.998,562.56,591.71,10982.04603542,20755
2016-08-07T00:00:00.0000000Z,2016-08-08T00:00:00.0000000Z,2016-08-07T00:00:01.5288200Z,2016-08-07T23:59:39.0000000Z,591.7,607.508,570.11,592.47,7533.34361605,18260
2016-08-08T00:00:00.0000000Z,2016-08-09T00:00:00.0000000Z,2016-08-08T00:00:10.0604950Z,2016-08-08T23:59:32.1300490Z,595.14,597.348,583.58,591.48,7966.60059783,21058
2016-08-09T00:00:00.0000000Z,2016-08-10T00:00:00.0000000Z,2016-08-09T00:00:01.5092650Z,2016-08-09T23:59:31.6799650Z,591.58,594.04,579.43,586.45,9050.43666134,20346
2016-08-10T00:00:00.0000000Z,2016-08-11T00:00:00.0000000Z,2016-08-10T00:00:02.3518800Z,2016-08-10T23:59:59.6290000Z,586.75,603.144,580.01,591.0,16523.13367448,45817
2016-08-11T00:00:00.0000000Z,2016-08-12T00:00:00.0000000Z,2016-08-11T00:00:01.0706110Z,2016-08-11T23:59:31.4104100Z,594.94,599.99,585.22,587.91,9193.35083398,16402
2016-08-12T00:00:00.0000000Z,2016-08-13T00:00:00.0000000Z,2016-08-12T00:00:01.5465510Z,2016-08-12T23:59:31.3751900Z,587.9,592.187,580.47,587.74,6994.03211347,17588
2016-08-13T00:00:00.0000000Z,2016-08-14T00:00:00.0000000Z,2016-08-13T00:00:01.4158190Z,2016-08-13T23:59:57.0000000Z,587.68,590.79,581.101,583.52,4323.33970565,11939
2016-08-14T00:00:00.0000000Z,2016-08-15T00:00:00.0000000Z,2016-08-14T00:00:00.5377170Z,2016-08-14T23:59:57.5349850Z,586.45,586.49,556.24,574.99,9980.07470599,15086
2016-08-15T00:00:00.0000000Z,2016-08-16T00:00:00.0000000Z,2016-08-15T00:00:00.5251680Z,2016-08-15T23:59:39.0000000Z,574.97,575.0,554.9,565.55,9829.16124654,15121
2016-08-16T00:00:00.0000000Z,2016-08-17T00:00:00.0000000Z,2016-08-16T00:00:01.6166560Z,2016-08-16T23:59:48.0000000Z,567.85,587.803,563.0,574.99,10721.59297112,14827
2016-08-17T00:00:00.0000000Z,2016-08-18T00:00:00.0000000Z,2016-08-17T00:00:02.2712820Z,2016-08-17T23:59:55.8409000Z,579.02,581.99,566.02,574.45,9254.31202458,17596
2016-08-18T00:00:00.0000000Z,2016-08-19T00:00:00.0000000Z,2016-08-18T00:00:01.0000000Z,2016-08-18T23:59:31.8739850Z,570.91,579.36,568.79,574.09,8543.85939982,17203
2016-08-19T00:00:00.0000000Z,2016-08-20T00:00:00.0000000Z,2016-08-19T00:00:01.4575300Z,2016-08-19T23:59:36.0000000Z,574.05,577.987,552.3,572.91,9277.78564937,18635
2016-08-20T00:00:00.0000000Z,2016-08-21T00:00:00.0000000Z,2016-08-20T00:00:01.3387300Z,2016-08-20T23:59:31.1524420Z,573.68,584.0,568.52,581.87,6484.67067063,12552
2016-08-21T00:00:00.0000000Z,2016-08-22T00:00:00.0000000Z,2016-08-21T00:00:01.6447560Z,2016-08-21T23:59:52.0000000Z,581.72,586.12,576.01,577.55,3972.32831553,10780
2016-08-22T00:00:00.0000000Z,2016-08-23T00:00:00.0000000Z,2016-08-22T00:00:01.2429890Z,2016-08-22T23:59:31.3244190Z,581.34,592.132,572.5,585.2,10338.51030279,19000
2016-08-23T00:00:00.0000000Z,2016-08-24T00:00:00.0000000Z,2016-08-23T00:00:01.2537480Z,2016-08-23T23:59:58.0269490Z,585.19,588.99,576.0,582.39,10044.22328837,19421
2016-08-24T00:00:00.0000000Z,2016-08-25T00:00:00.0000000Z,2016-08-24T00:00:00.7141760Z,2016-08-24T23:59:58.0689200Z,582.39,587.713,575.29,578.47,7382.33012484,18266
2016-08-25T00:00:00.0000000Z,2016-08-26T00:00:00.0000000Z,2016-08-25T00:00:01.2325100Z,2016-08-25T23:59:54.0000000Z,578.68,582.247,569.89,575.71,9692.68169294,14051
2016-08-26T00:00:00.0000000Z,2016-08-27T00:00:00.0000000Z,2016-08-26T00:00:00.9055890Z,2016-08-26T23:59:58.0453590Z,575.57,582.46,572.994,579.29,6981.50393302,14128
2016-08-27T00:00:00.0000000Z,2016-08-28T00:00:00.0000000Z,2016-08-27T00:00:01.9264060Z,2016-08-27T23:59:58.0340430Z,579.29,579.705,564.271,570.84,6411.76921425,11496
2016-08-28T00:00:00.0000000Z,2016-08-29T00:00:00.0000000Z,2016-08-28T00:00:00.9714020Z,2016-08-28T23:59:58.0860730Z,570.83,580.965,566.8,575.41,4182.52468726,9556
2016-08-29T00:00:00.0000000Z,2016-08-30T00:00:00.0000000Z,2016-08-29T00:00:01.3859900Z,2016-08-29T23:59:58.0652890Z,575.41,582.01,568.6,573.21,7762.63545615,19953
2016-08-30T00:00:00.0000000Z,2016-08-31T00:00:00.0000000Z,2016-08-30T00:00:01.3027880Z,2016-08-30T23:59:58.1025560Z,573.21,581.7,568.55,574.95,9334.35958183,19151
2016-08-31T00:00:00.0000000Z,2016-09-01T00:00:00.0000000Z,2016-08-31T00:00:00.7442390Z,2016-08-31T23:59:58.0547480Z,574.95,578.83,568.4,572.89,8826.19928977,21950
2016-09-01T00:00:00.0000000Z,2016-09-02T00:00:00.0000000Z,2016-09-01T00:00:01.3710110Z,2016-09-01T23:59:58.5435960Z,572.89,575.0,566.86,573.02,9042.12129699,24884
2016-09-02T00:00:00.0000000Z,2016-09-03T00:00:00.0000000Z,2016-09-02T00:00:01.1250820Z,2016-09-02T23:59:58.1236900Z,572.94,577.97,565.556,576.21,8882.02360527,17779
2016-09-03T00:00:00.0000000Z,2016-09-04T00:00:00.0000000Z,2016-09-03T00:00:01.5205440Z,2016-09-03T23:59:58.1098280Z,576.41,605.325,569.01,600.91,10638.36771429,17536
2016-09-04T00:00:00.0000000Z,2016-09-05T00:00:00.0000000Z,2016-09-04T00:00:01.1722580Z,2016-09-04T23:59:58.0969120Z,600.93,617.13,590.88,611.92,9499.13431191,14527
2016-09-05T00:00:00.0000000Z,2016-09-06T00:00:00.0000000Z,2016-09-05T00:00:04.4653390Z,2016-09-05T23:59:32.0000000Z,611.94,612.299,592.46,603.48,7578.20483685,13220
2016-09-06T00:00:00.0000000Z,2016-09-07T00:00:00.0000000Z,2016-09-06T00:00:01.5223400Z,2016-09-06T23:59:58.0413640Z,605.93,613.999,601.0,612.99,8694.13165931,13322
2016-09-07T00:00:00.0000000Z,2016-09-08T00:00:00.0000000Z,2016-09-07T00:00:14.7210000Z,2016-09-07T23:59:58.0701340Z,613.318,618.53,604.7,615.21,10204.20576816,15170
2016-09-08T00:00:00.0000000Z,2016-09-09T00:00:00.0000000Z,2016-09-08T00:00:01.5959740Z,2016-09-08T23:59:48.0000000Z,615.22,635.62,611.66,625.67,10544.75148759,15165
2016-09-09T00:00:00.0000000Z,2016-09-10T00:00:00.0000000Z,2016-09-09T00:00:01.4854740Z,2016-09-09T23:59:58.0455950Z,627.97,630.075,612.93,622.07,8353.52598033,14815
2016-09-10T00:00:00.0000000Z,2016-09-11T00:00:00.0000000Z,2016-09-10T00:00:01.4191590Z,2016-09-10T23:59:31.2519600Z,622.07,629.241,618.67,623.74,4782.5856283,13721
2016-09-11T00:00:00.0000000Z,2016-09-12T00:00:00.0000000Z,2016-09-11T00:00:01.1596000Z,2016-09-11T23:59:58.0362890Z,623.58,634.77,591.8,607.94,10431.57036317,18315
2016-09-12T00:00:00.0000000Z,2016-09-13T00:00:00.0000000Z,2016-09-12T00:00:01.9108680Z,2016-09-12T23:59:50.4330000Z,607.94,613.541,602.0,611.107,7997.84607102,17207
2016-09-13T00:00:00.0000000Z,2016-09-14T00:00:00.0000000Z,2016-09-13T00:00:03.4906430Z,2016-09-13T23:59:58.0326600Z,606.86,616.999,603.28,608.63,8064.04695786,21093
2016-09-14T00:00:00.0000000Z,2016-09-15T00:00:00.0000000Z,2016-09-14T00:00:01.4309540Z,2016-09-14T23:59:58.0606280Z,608.39,616.845,605.98,608.43,7296.1814006,17272
2016-09-15T00:00:00.0000000Z,2016-09-16T00:00:00.0000000Z,2016-09-15T00:00:00.6570000Z,2016-09-15T23:59:42.9550000Z,612.5,615.8,602.3,609.962,7583.4411859,23203
2016-09-16T00:00:00.0000000Z,2016-09-17T00:00:00.0000000Z,2016-09-16T00:00:01.3682310Z,2016-09-16T23:59:58.0544980Z,605.43,613.0,603.15,607.93,7229.07630263,27887
2016-09-17T00:00:00.0000000Z,2016-09-18T00:00:00.0000000Z,2016-09-17T00:00:01.2503660Z,2016-09-17T23:59:58.0597080Z,607.95,610.084,601.1,607.92,4385.69687104,16264
2016-09-18T00:00:00.0000000Z,2016-09-19T00:00:00.0000000Z,2016-09-18T00:00:01.0978440Z,2016-09-18T23:59:58.0792110Z,607.92,614.509,601.97,611.4,4724.3708703,18833
2016-09-19T00:00:00.0000000Z,2016-09-20T00:00:00.0000000Z,2016-09-19T00:00:00.5258910Z,2016-09-19T23:59:58.0620670Z,611.4,614.59,603.0,608.6,6192.21319632,14830
2016-09-20T00:00:00.0000000Z,2016-09-21T00:00:00.0000000Z,2016-09-20T00:00:01.0826790Z,2016-09-20T23:59:59.4995170Z,608.6,612.0,600.94,605.6,8146.30790908,20628
2016-09-21T00:00:00.0000000Z,2016-09-22T00:00:00.0000000Z,2016-09-21T00:00:00.0000000Z,2016-09-21T23:59:58.0612780Z,600.85,605.6,592.002,597.0,9534.40162538,17437
2016-09-22T00:00:00.0000000Z,2016-09-23T00:00:00.0000000Z,2016-09-22T00:00:01.1957610Z,2016-09-22T23:59:58.0570000Z,597.0,600.758,592.5,596.21,6922.2876775,14099
2016-09-23T00:00:00.0000000Z,2016-09-24T00:00:00.0000000Z,2016-09-23T00:00:05.6050000Z,2016-09-23T23:59:58.0620000Z,595.99,604.557,593.0,602.96,8274.42791189,11084
2016-09-24T00:00:00.0000000Z,2016-09-25T00:00:00.0000000Z,2016-09-24T00:00:01.6590000Z,2016-09-24T23:59:58.1200000Z,602.96,607.632,597.76,603.68,4096.30071447,11277
2016-09-25T00:00:00.0000000Z,2016-09-26T00:00:00.0000000Z,2016-09-25T00:00:02.5590000Z,2016-09-25T23:59:58.1100000Z,603.69,605.99,596.0,601.67,4117.33861341,10373
2016-09-26T00:00:00.0000000Z,2016-09-27T00:00:00.0000000Z,2016-09-26T00:00:01.5060000Z,2016-09-26T23:59:58.1460000Z,601.67,608.98,596.1,607.08,8942.66922706,15909
2016-09-27T00:00:00.0000000Z,2016-09-28T00:00:00.0000000Z,2016-09-27T00:00:05.4580000Z,2016-09-27T23:59:59.0000000Z,607.04,609.109,600.02,604.26,8119.00843937,19365
2016-09-28T00:00:00.0000000Z,2016-09-29T00:00:00.0000000Z,2016-09-28T00:00:00.6900000Z,2016-09-28T23:59:58.2140000Z,605.71,607.589,601.41,605.04,6329.05815307,19043
2016-09-29T00:00:00.0000000Z,2016-09-30T00:00:00.0000000Z,2016-09-29T00:00:01.6810000Z,2016-09-29T23:59:58.2200000Z,604.96,609.304,601.0,605.99,7319.54305054,19500
2016-09-30T00:00:00.0000000Z,2016-10-01T00:00:00.0000000Z,2016-09-30T00:00:12.0000000Z,2016-09-30T23:59:59.0000000Z,605.59,612.5,603.15,608.23,7804.6845767,19590
2016-10-01T00:00:00.0000000Z,2016-10-02T00:00:00.0000000Z,2016-10-01T00:00:07.5480000Z,2016-10-01T23:59:58.2670000Z,608.99,617.299,608.23,615.65,5379.21569584,10273
2016-10-02T00:00:00.0000000Z,2016-10-03T00:00:00.0000000Z,2016-10-02T00:00:16.2920000Z,2016-10-02T23:59:58.2900000Z,615.65,615.98,605.0,612.4,4673.19248903,9754
2016-10-03T00:00:00.0000000Z,2016-10-04T00:00:00.0000000Z,2016-10-03T00:00:02.0570000Z,2016-10-03T23:59:58.3150000Z,612.42,615.24,606.6,612.99,7251.84886536,13587
2016-10-04T00:00:00.0000000Z,2016-10-05T00:00:00.0000000Z,2016-10-04T00:00:14.6740000Z,2016-10-04T23:59:58.3380000Z,612.99,613.598,604.99,610.34,8447.38123023,16114
2016-10-05T00:00:00.0000000Z,2016-10-06T00:00:00.0000000Z,2016-10-05T00:00:02.1290000Z,2016-10-05T23:59:58.3530000Z,610.33,616.091,605.76,613.16,7698.54105262,17570
2016-10-06T00:00:00.0000000Z,2016-10-07T00:00:00.0000000Z,2016-10-06T00:00:00.6010000Z,2016-10-06T23:59:58.3920000Z,613.16,615.967,607.09,611.88,6346.65286691,18186
2016-10-07T00:00:00.0000000Z,2016-10-08T00:00:00.0000000Z,2016-10-07T00:00:04.6180000Z,2016-10-07T23:59:58.4050000Z,611.78,623.0,607.52,617.98,10812.29615278,14250
2016-10-08T00:00:00.0000000Z,2016-10-09T00:00:00.0000000Z,2016-10-08T00:00:01.2900000Z,2016-10-08T23:59:58.4610000Z,618.11,623.102,612.5,619.5,4207.4117883,8465
2016-10-09T00:00:00.0000000Z,2016-10-10T00:00:00.0000000Z,2016-10-09T00:00:01.1900000Z,2016-10-09T23:59:58.4550000Z,619.46,620.79,610.0,617.42,3870.5621743,10126
2016-10-10T00:00:00.0000000Z,2016-10-11T00:00:00.0000000Z,2016-10-10T00:00:00.9020000Z,2016-10-10T23:59:58.4780000Z,617.43,619.9,612.12,618.72,6947.77441612,14005
2016-10-11T00:00:00.0000000Z,2016-10-12T00:00:00.0000000Z,2016-10-11T00:00:00.5970000Z,2016-10-11T23:59:58.5150000Z,618.72,647.03,614.56,642.12,15835.42696925,21947
2016-10-12T00:00:00.0000000Z,2016-10-13T00:00:00.0000000Z,2016-10-12T00:00:01.6000000Z,2016-10-12T23:59:58.5180000Z,642.3,643.58,628.76,635.79,7772.4848009,19591
2016-10-13T00:00:00.0000000Z,2016-10-14T00:00:00.0000000Z,2016-10-13T00:00:01.4060000Z,2016-10-13T23:59:58.5360000Z,635.9,639.975,630.0,635.66,6729.62148368,19695
2016-10-14T00:00:00.0000000Z,2016-10-15T00:00:00.0000000Z,2016-10-14T00:00:01.3570000Z,2016-10-14T23:59:58.5870000Z,635.8,643.0,624.08,638.03,8434.64973452,21945
2016-10-15T00:00:00.0000000Z,2016-10-16T00:00:00.0000000Z,2016-10-15T00:00:03.3330000Z,2016-10-15T23:59:58.6190000Z,638.03,647.0,635.25,638.16,2643.86456957,5885
2016-10-16T00:00:00.0000000Z,2016-10-17T00:00:00.0000000Z,2016-10-16T00:00:40.8880000Z,2016-10-16T23:59:32.1190000Z,638.16,645.06,635.18,641.92,4037.76368287,12362
2016-10-17T00:00:00.0000000Z,2016-10-18T00:00:00.0000000Z,2016-10-17T00:00:01.5230000Z,2016-10-17T23:59:58.0650000Z,642.1,643.549,632.1,639.56,8494.02446141,17825
2016-10-18T00:00:00.0000000Z,2016-10-19T00:00:00.0000000Z,2016-10-18T00:00:01.2130000Z,2016-10-18T23:59:38.9970000Z,639.56,641.1,631.52,635.11,7452.46677759,14989
2016-10-19T00:00:00.0000000Z,2016-10-20T00:00:00.0000000Z,2016-10-19T00:00:02.2560000Z,2016-10-19T23:59:47.0000000Z,635.12,639.636,623.734,627.98,9987.26319989,22271
2016-10-20T00:00:00.0000000Z,2016-10-21T00:00:00.0000000Z,2016-10-20T00:00:01.3550000Z,2016-10-20T23:59:32.9290000Z,629.79,633.416,625.0,628.05,6667.70421482,17906
2016-10-21T00:00:00.0000000Z,2016-10-22T00:00:00.0000000Z,2016-10-21T00:00:00.0000000Z,2016-10-21T23:59:58.1650000Z,628.05,638.0,627.5,630.83,7949.17831379,16857
2016-10-22T00:00:00.0000000Z,2016-10-23T00:00:00.0000000Z,2016-10-22T00:00:00.8050000Z,2016-10-22T23:59:58.1730000Z,630.67,669.86,627.0,652.75,10420.44539033,18589
2016-10-23T00:00:00.0000000Z,2016-10-24T00:00:00.0000000Z,2016-10-23T00:00:01.0930000Z,2016-10-23T23:59:58.2180000Z,653.03,669.0,645.33,651.04,6395.88048847,17479
2016-10-24T00:00:00.0000000Z,2016-10-25T00:00:00.0000000Z,2016-10-24T00:00:00.8260000Z,2016-10-24T23:59:31.2330000Z,651.05,657.88,640.0,649.98,9709.40588458,23103
2016-10-25T00:00:00.0000000Z,2016-10-26T00:00:00.0000000Z,2016-10-25T00:00:00.0000000Z,2016-10-25T23:59:58.9470000Z,649.03,664.0,643.0,655.889,12560.18407104,22493
